benchmark,scaling_param_name,scaling_param_value,num_blocks,threads_per_block,num_accesses,metric_name,metric_mean,kernel_ms_mean,n_reps
fp32_throughput,fmas_per_thread,8192,32768,256,,GFLOPS,78742.6914,1.746249,7
fp32_throughput,fmas_per_thread,16384,32768,256,,GFLOPS,83302.4786,3.301749,7
fp32_throughput,fmas_per_thread,32768,32768,256,,GFLOPS,83044.9157,6.621244,7
fp32_throughput,fmas_per_thread,65536,32768,256,,GFLOPS,87737.2614,12.53223,7
fp32_throughput,fmas_per_thread,131072,32768,256,,GFLOPS,33471.8871,67.538069,7
fp32_throughput,fmas_per_thread,262144,32768,256,,GFLOPS,93732.6357,46.921327,7
fp32_throughput,fmas_per_thread,524288,32768,256,,GFLOPS,95054.8343,92.537116,7
fp32_throughput,fmas_per_thread,1048576,32768,256,,GFLOPS,95719.5143,183.789052,7
fp32_throughput,fmas_per_thread,256,32768,1024,,GFLOPS,25888.1457,0.667414,7
fp32_throughput,fmas_per_thread,512,32768,1024,,GFLOPS,39494.4814,0.874034,7
fp32_throughput,fmas_per_thread,1024,32768,1024,,GFLOPS,56469.9029,1.218842,7
fp32_throughput,fmas_per_thread,2048,32768,1024,,GFLOPS,77109.3871,1.783222,7
fp32_throughput,fmas_per_thread,4096,32768,1024,,GFLOPS,81090.9157,3.391941,7
fp32_throughput,fmas_per_thread,8192,32768,1024,,GFLOPS,83619.1686,6.575063,7
fp32_throughput,fmas_per_thread,16384,32768,1024,,GFLOPS,87210.8229,12.607945,7
fp32_throughput,fmas_per_thread,32768,32768,1024,,GFLOPS,90456.3086,24.310431,7
fp32_throughput,fmas_per_thread,65536,32768,1024,,GFLOPS,68028.1457,69.246172,7
fp32_throughput,fmas_per_thread,131072,32768,1024,,GFLOPS,31861.3571,277.313073,7
fp32_throughput,fmas_per_thread,262144,32768,1024,,GFLOPS,94177.43,186.798388,7
fp32_throughput,fmas_per_thread,524288,32768,1024,,GFLOPS,94277.6857,373.199402,7
fp32_throughput,fmas_per_thread,1048576,32768,1024,,GFLOPS,93952.5329,748.981995,7
