suite,benchmark,non_scaling_combo,non_scaling_slug,scaling_param_name,scaling_param_value,time_ms_avg
microbench,memory_bandwidth,"transfer_type=d2d, use_pinned_memory=true",transfer_type-d2d_use_pinned_memory-true,buffer_size_mb,2048,1.084315
microbench,memory_bandwidth,"transfer_type=d2d, use_pinned_memory=true",transfer_type-d2d_use_pinned_memory-true,buffer_size_mb,4096,2.218835
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,64,0.753728
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,128,1.504010
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,256,3.001079
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,512,5.997164
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,1024,11.989134
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,2048,23.976494
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,4096,47.943738
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,8192,95.898534
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,16384,191.786199
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,32768,383.600444
microbench,shared_mem_latency,"access_pattern=conflict, block_size=1024, num_blocks=1",access_pattern-conflict_block_size-1024_num_blocks-1,inner_iters,65536,767.000936
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,64,0.754566
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,128,1.503641
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,256,3.000751
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,512,5.998844
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,1024,11.989236
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,2048,23.972569
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,4096,47.946850
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,8192,95.894831
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,16384,191.778300
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,32768,383.565969
microbench,shared_mem_latency,"access_pattern=conflict, block_size=256, num_blocks=1",access_pattern-conflict_block_size-256_num_blocks-1,inner_iters,65536,767.096802
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,64,1.587280
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,128,3.160674
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,256,6.303098
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,512,12.589853
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,1024,25.159067
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,2048,50.307404
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,4096,100.613981
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,8192,201.202601
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,16384,402.407705
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,32768,804.737935
microbench,shared_mem_latency,"access_pattern=conflict, block_size=32, num_blocks=1",access_pattern-conflict_block_size-32_num_blocks-1,inner_iters,65536,1609.516479
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,64,1.136383
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,128,2.263455
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,256,4.516672
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,512,9.021261
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,1024,18.036161
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,2048,36.063164
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,4096,72.122299
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,8192,144.236760
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,16384,288.450348
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,32768,576.818420
microbench,shared_mem_latency,"access_pattern=conflict, block_size=64, num_blocks=1",access_pattern-conflict_block_size-64_num_blocks-1,inner_iters,65536,1153.716634
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,64,0.049045
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,128,0.096591
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,256,0.188562
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,512,0.371485
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,1024,0.719398
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,2048,1.450888
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,4096,2.811411
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,8192,5.621926
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,16384,10.906681
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,32768,22.409403
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=1024, num_blocks=1",access_pattern-no_conflict_block_size-1024_num_blocks-1,inner_iters,65536,46.060051
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,64,0.159910
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,128,0.313594
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,256,0.620105
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,512,1.235039
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,1024,2.464486
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,2048,4.925982
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,4096,9.845412
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,8192,19.688474
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,16384,39.376301
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,32768,78.741358
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=256, num_blocks=1",access_pattern-no_conflict_block_size-256_num_blocks-1,inner_iters,65536,157.463506
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,64,1.202333
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,128,2.389674
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,256,4.766008
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,512,9.517480
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,1024,19.016359
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,2048,38.011199
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,4096,76.025205
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,8192,152.013718
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,16384,304.033620
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,32768,608.083171
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=32, num_blocks=1",access_pattern-no_conflict_block_size-32_num_blocks-1,inner_iters,65536,1216.125936
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,64,0.604494
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,128,1.198915
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,256,2.389262
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,512,4.765670
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,1024,9.524028
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,2048,19.035287
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,4096,38.064570
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,8192,76.122060
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,16384,152.236221
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,32768,304.451782
microbench,shared_mem_latency,"access_pattern=no_conflict, block_size=64, num_blocks=1",access_pattern-no_conflict_block_size-64_num_blocks-1,inner_iters,65536,608.806152
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,1000,0.297450
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,1500,0.499576
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,2000,0.680975
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,3000,0.982003
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,4000,1.279897
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,5000,1.566240
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,7500,2.363415
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,10000,3.129915
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,15000,4.914722
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,20000,6.531004
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,30000,9.717660
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,40000,13.035574
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,50000,16.280616
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,75000,24.339587
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,100000,32.353280
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,125000,40.475669
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,150000,48.309218
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,200000,64.416000
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,250000,80.259926
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,300000,96.719434
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,350000,111.717435
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,400000,128.378688
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,450000,143.465586
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.25",block_size-128_cutoff_radius-12_grid_spacing-0.25,num_atoms,500000,160.195577
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,1000,0.184526
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,1500,0.279435
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,2000,0.381654
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,3000,0.589821
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,4000,0.781283
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,5000,0.956668
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,7500,1.403457
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,10000,1.890446
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,15000,2.876697
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,20000,3.836280
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,30000,5.799381
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,40000,7.743873
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,50000,9.683241
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,75000,14.568436
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,100000,19.402517
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,125000,24.198098
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,150000,29.003047
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,200000,38.606330
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,250000,48.279218
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,300000,57.911893
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,350000,67.530988
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,400000,76.939130
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,450000,86.487763
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=0.5",block_size-128_cutoff_radius-12_grid_spacing-0.5,num_atoms,500000,96.230522
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,1000,0.138582
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,1500,0.204692
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,2000,0.271323
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,3000,0.410707
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,4000,0.557119
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,5000,0.704547
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,7500,1.042303
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,10000,1.414773
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,15000,2.115592
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,20000,2.829683
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,30000,4.270537
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,40000,5.691787
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,50000,7.136041
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,75000,10.734561
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,100000,14.376230
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,125000,17.857645
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,150000,21.534135
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,200000,28.707233
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,250000,35.766805
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,300000,42.787164
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,350000,50.092056
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,400000,57.366085
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,450000,64.669317
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=1",block_size-128_cutoff_radius-12_grid_spacing-1,num_atoms,500000,71.935911
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,1000,0.126247
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,1500,0.186638
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,2000,0.251559
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,3000,0.376817
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,4000,0.507567
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,5000,0.641112
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,7500,0.963230
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,10000,1.295961
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,15000,1.949003
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,20000,2.610414
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,30000,3.927801
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,40000,5.240724
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,50000,6.549118
parboil,parboil_cutcp,"block_size=128, cutoff_radius=12, grid_spacing=2",block_size-128_cutoff_radius-12_grid_spacing-2,num_atoms,75000,9.848948
