profile_type,suite,benchmark,param_json,ground_truth_cycle,simulation_cycle
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""32""}",12149.28,19507
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""4""}",12242.295,19451
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""4096""}",22819.095,129347
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""512""}",13235.04,32203
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""64""}",12094.875,20875
nsys,gpu-benches,gpu-l2-cache,"{""block"":""4"",""size"":""8""}",11831.04,19459
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""1""}",12805.65,17883
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""1024""}",17746.56,74395
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""128""}",12561.12,25171
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""16""}",11999.52,19507
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""2""}",12335.895,19451
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""2048""}",22875.84,129347
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""256""}",13084.695,32203
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""32""}",12187.305,20875
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""4""}",11661.975,19459
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""4096""}",35380.8,240555
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""512""}",14864.264999999998,46267
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""64""}",12093.705,22307
nsys,gpu-benches,gpu-l2-cache,"{""block"":""8"",""size"":""8""}",11793.015,19475
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""10000""}",40995.63,44394
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""1280000""}",340650.18,424978
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""160000""}",58746.87,83893
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""20000""}",43673.76,45538
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""320000""}",78326.82,135889
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""40000""}",46034.82,47774
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""640000""}",116123.66999999998,228463
nsys,gpu-benches,gpu-l2-stream,"{""block"":""128"",""size"":""80000""}",50527.62,63598
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""10000""}",40790.295,57471
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""1280000""}",342578.925,418543
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""160000""}",58164.795000000006,95089
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""20000""}",42475.095,58210
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""320000""}",72969.975,135241
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""40000""}",45827.145000000004,59690
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""640000""}",105170.13,236752
nsys,gpu-benches,gpu-l2-stream,"{""block"":""256"",""size"":""80000""}",49870.665,64426
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""10000""}",40997.385,44966
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""1280000""}",342130.23,437480
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""160000""}",58913.595,85602
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""20000""}",43710.615,46110
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""320000""}",78172.965,139302
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""40000""}",45809.595,48346
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""640000""}",116064.58500000002,234717
nsys,gpu-benches,gpu-stream,"{""block"":""128"",""size"":""80000""}",50545.17,64738
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""10000""}",40567.995,58439
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""1280000""}",348192.585,431045
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""160000""}",58181.76,97194
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""20000""}",42364.53,59178
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""320000""}",72932.535,138654
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""40000""}",45283.095,60658
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""640000""}",104664.69,243402
nsys,gpu-benches,gpu-stream,"{""block"":""256"",""size"":""80000""}",49721.49,65566
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""10000""}",44947.305,71214
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""160000""}",65127.465,164353
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""20000""}",48017.97,72358
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""320000""}",82817.865,296809
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""40000""}",49889.97,74594
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""640000""}",120894.93000000001,523483
nsys,gpu-benches,gpu-strides,"{""block"":""128"",""size"":""80000""}",55412.37,117238
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""10000""}",44478.72,111111
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""160000""}",65464.424999999996,202369
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""20000""}",46351.305,111850
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""320000""}",80738.77500000001,296161
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""40000""}",49476.96,113330
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""640000""}",118272.96,558592
nsys,gpu-benches,gpu-strides,"{""block"":""256"",""size"":""80000""}",55690.83,118066
