,benchmark,env,num_access,time
0,l2_read,gpu,0,0.0018809540000000002
1,l2_read,gpu,0,0.0018830370000000002
2,l2_read,gpu,0,0.0018852760000000002
3,l2_read,gpu,0,0.001917903
4,l2_read,gpu,0,0.0018814340000000002
5,l2_read,gpu,0,0.0018817520000000002
6,l2_read,gpu,0,0.001878396
7,l2_read,gpu,0,0.001920311
8,l2_read,gpu,0,0.0018788700000000001
9,l2_read,gpu,0,0.00187951
10,l2_read,gpu,0,0.0018771060000000001
11,l2_read,gpu,0,0.001916633
12,l2_read,gpu,0,0.0018836730000000002
13,l2_read,gpu,0,0.001879992
14,l2_read,gpu,0,0.0019126310000000001
15,l2_read,gpu,0,0.001882711
16,l2_read,gpu,0,0.001877591
17,l2_read,gpu,0,0.0018783920000000002
18,l2_read,gpu,0,0.0019152040000000002
19,l2_read,gpu,0,0.001881587
20,l2_read,gpu,0,0.0018817500000000002
21,l2_read,gpu,0,0.001878553
22,l2_read,gpu,0,0.0019193580000000001
23,l2_read,gpu,0,0.0018843100000000002
24,l2_read,gpu,0,0.001882233
25,l2_read,gpu,0,0.001882388
26,l2_read,gpu,0,0.0019126360000000001
27,l2_read,gpu,0,0.001884475
28,l2_read,gpu,0,0.0018843140000000002
29,l2_read,gpu,0,0.0019159930000000002
30,l2_read,gpu,0,0.0018790380000000002
31,l2_read,gpu,0,0.0018854370000000002
32,l2_read,gpu,0,0.0018779200000000002
33,l2_read,gpu,0,0.0019199970000000001
34,l2_read,gpu,0,0.001881754
35,l2_read,gpu,0,0.001879514
36,l2_read,gpu,0,0.0018827100000000001
37,l2_read,gpu,0,0.0019156650000000002
38,l2_read,gpu,0,0.0018828780000000002
39,l2_read,gpu,0,0.001886866
40,l2_read,gpu,0,0.0018814320000000002
41,l2_read,gpu,0,0.0019142340000000001
42,l2_read,gpu,0,0.0018809620000000001
43,l2_read,gpu,0,0.0018849490000000001
44,l2_read,gpu,0,0.0018828780000000002
45,l2_read,gpu,0,0.001886552
46,l2_read,gpu,0,0.001883202
47,l2_read,gpu,0,0.0018855900000000001
48,l2_read,gpu,0,0.001921102
49,l2_read,gpu,0,0.001882708
50,l2_read,gpu,0,0.001882077
51,l2_read,gpu,0,0.0018854260000000002
52,l2_read,gpu,0,0.001919352
53,l2_read,gpu,0,0.0018827090000000002
54,l2_read,gpu,0,0.00187951
55,l2_read,gpu,0,0.001877591
56,l2_read,gpu,0,0.001920788
57,l2_read,gpu,0,0.001882076
58,l2_read,gpu,0,0.001882549
59,l2_read,gpu,0,0.0018817620000000001
60,l2_read,gpu,0,0.001915187
61,l2_read,gpu,0,0.001883998
62,l2_read,gpu,0,0.0018846440000000002
63,l2_read,gpu,0,0.00191263
64,l2_read,gpu,0,0.0018876770000000001
65,l2_read,gpu,0,0.001882067
66,l2_read,gpu,0,0.001882708
67,l2_read,gpu,0,0.0019201490000000001
68,l2_read,gpu,0,0.001881281
69,l2_read,gpu,0,0.001882556
70,l2_read,gpu,0,0.0018815980000000002
71,l2_read,gpu,0,0.0019207920000000002
72,l2_read,gpu,0,0.0018822390000000002
73,l2_read,gpu,0,0.001878873
74,l2_read,gpu,0,0.001876957
75,l2_read,gpu,0,0.001915192
76,l2_read,gpu,0,0.0018846300000000002
77,l2_read,gpu,0,0.001883827
78,l2_read,gpu,0,0.0019148840000000002
79,l2_read,gpu,0,0.0018857490000000001
80,l2_read,gpu,0,0.0018803110000000002
81,l2_read,gpu,0,0.0018798380000000002
82,l2_read,gpu,0,0.001915203
83,l2_read,gpu,0,0.001878391
84,l2_read,gpu,0,0.0018795230000000001
85,l2_read,gpu,0,0.0018828760000000001
86,l2_read,gpu,0,0.001918561
87,l2_read,gpu,0,0.0018780790000000002
88,l2_read,gpu,0,0.001880631
89,l2_read,gpu,0,0.0018790310000000002
90,l2_read,gpu,0,0.0019180800000000002
91,l2_read,gpu,0,0.0018854300000000002
92,l2_read,gpu,0,0.0018857540000000001
93,l2_read,gpu,0,0.0019132720000000001
94,l2_read,gpu,0,0.0018833510000000001
95,l2_read,gpu,0,0.0018878260000000002
96,l2_read,gpu,0,0.0018815980000000002
97,l2_read,gpu,0,0.0019279980000000002
98,l2_read,gpu,0,0.0018795110000000002
99,l2_read,gpu,0,0.0018827140000000002
100,l2_read,gpu,1,0.0018819210000000002
101,l2_read,gpu,1,0.0019164700000000002
102,l2_read,gpu,1,0.0018793640000000001
103,l2_read,gpu,1,0.0018785540000000002
104,l2_read,gpu,1,0.001878389
105,l2_read,gpu,1,0.0019180730000000002
106,l2_read,gpu,1,0.0018820750000000002
107,l2_read,gpu,1,0.001885273
108,l2_read,gpu,1,0.0018857560000000002
109,l2_read,gpu,1,0.001883998
110,l2_read,gpu,1,0.001883998
111,l2_read,gpu,1,0.001882392
112,l2_read,gpu,1,0.0019148750000000001
113,l2_read,gpu,1,0.001884465
114,l2_read,gpu,1,0.0018812780000000001
115,l2_read,gpu,1,0.001889117
116,l2_read,gpu,1,0.0019161520000000002
117,l2_read,gpu,1,0.0018814290000000002
118,l2_read,gpu,1,0.0018820820000000002
119,l2_read,gpu,1,0.0018774280000000002
120,l2_read,gpu,1,0.001913439
121,l2_read,gpu,1,0.0018825480000000002
122,l2_read,gpu,1,0.0018852710000000002
123,l2_read,gpu,1,0.0018847820000000002
124,l2_read,gpu,1,0.0019155200000000002
125,l2_read,gpu,1,0.0018830370000000002
126,l2_read,gpu,1,0.001884962
127,l2_read,gpu,1,0.0019203140000000002
128,l2_read,gpu,1,0.001883033
129,l2_read,gpu,1,0.001885752
130,l2_read,gpu,1,0.0018828820000000002
131,l2_read,gpu,1,0.001916633
132,l2_read,gpu,1,0.0018787150000000002
133,l2_read,gpu,1,0.001882074
134,l2_read,gpu,1,0.0018822420000000001
135,l2_read,gpu,1,0.0019227080000000002
136,l2_read,gpu,1,0.0018865610000000001
137,l2_read,gpu,1,0.001881112
138,l2_read,gpu,1,0.0018828800000000002
139,l2_read,gpu,1,0.0019131180000000001
140,l2_read,gpu,1,0.001882549
141,l2_read,gpu,1,0.0018822340000000002
142,l2_read,gpu,1,0.001913425
143,l2_read,gpu,1,0.0018852710000000002
144,l2_read,gpu,1,0.0018830420000000001
145,l2_read,gpu,1,0.0018820710000000001
146,l2_read,gpu,1,0.0019159910000000001
147,l2_read,gpu,1,0.0018852620000000002
148,l2_read,gpu,1,0.001883354
149,l2_read,gpu,1,0.001882554
150,l2_read,gpu,1,0.0019166390000000001
151,l2_read,gpu,1,0.0018831940000000001
152,l2_read,gpu,1,0.0018824050000000002
153,l2_read,gpu,1,0.001882392
154,l2_read,gpu,1,0.0019171180000000002
155,l2_read,gpu,1,0.001880794
156,l2_read,gpu,1,0.001882226
157,l2_read,gpu,1,0.0019151910000000001
158,l2_read,gpu,1,0.001883516
159,l2_read,gpu,1,0.0018894290000000002
160,l2_read,gpu,1,0.001883516
161,l2_read,gpu,1,0.0019199890000000002
162,l2_read,gpu,1,0.001882236
163,l2_read,gpu,1,0.0018819190000000001
164,l2_read,gpu,1,0.0018835100000000001
165,l2_read,gpu,1,0.0019158240000000002
166,l2_read,gpu,1,0.0018817460000000001
167,l2_read,gpu,1,0.001880633
168,l2_read,gpu,1,0.001879039
169,l2_read,gpu,1,0.0019156720000000002
170,l2_read,gpu,1,0.0018838350000000002
171,l2_read,gpu,1,0.001889105
172,l2_read,gpu,1,0.0018863920000000002
173,l2_read,gpu,1,0.001882395
174,l2_read,gpu,1,0.0018836690000000001
175,l2_read,gpu,1,0.0018870400000000002
176,l2_read,gpu,1,0.001916471
177,l2_read,gpu,1,0.001882551
178,l2_read,gpu,1,0.001881756
179,l2_read,gpu,1,0.001889756
180,l2_read,gpu,1,0.001920947
181,l2_read,gpu,1,0.001882076
182,l2_read,gpu,1,0.0018796700000000002
183,l2_read,gpu,1,0.0018822370000000001
184,l2_read,gpu,1,0.0019158290000000002
185,l2_read,gpu,1,0.001883043
186,l2_read,gpu,1,0.0018828750000000002
187,l2_read,gpu,1,0.001882404
188,l2_read,gpu,1,0.001919998
189,l2_read,gpu,1,0.00188224
190,l2_read,gpu,1,0.0018804870000000001
191,l2_read,gpu,1,0.001913104
192,l2_read,gpu,1,0.001884468
193,l2_read,gpu,1,0.001886405
194,l2_read,gpu,1,0.0018846300000000002
195,l2_read,gpu,1,0.001914707
196,l2_read,gpu,1,0.0018843140000000002
197,l2_read,gpu,1,0.001882872
198,l2_read,gpu,1,0.0018790340000000001
199,l2_read,gpu,1,0.0019129540000000001
200,l2_read,gpu,2,0.0018881590000000001
201,l2_read,gpu,2,0.0018844710000000002
202,l2_read,gpu,2,0.0018825570000000002
203,l2_read,gpu,2,0.0019182340000000002
204,l2_read,gpu,2,0.001880003
205,l2_read,gpu,2,0.0018823930000000002
206,l2_read,gpu,2,0.0019155180000000002
207,l2_read,gpu,2,0.0018846330000000001
208,l2_read,gpu,2,0.001882552
209,l2_read,gpu,2,0.001885111
210,l2_read,gpu,2,0.001917276
211,l2_read,gpu,2,0.0018857560000000002
212,l2_read,gpu,2,0.0018815890000000001
213,l2_read,gpu,2,0.001882551
214,l2_read,gpu,2,0.001918245
215,l2_read,gpu,2,0.0018790360000000002
216,l2_read,gpu,2,0.001880645
217,l2_read,gpu,2,0.001882233
218,l2_read,gpu,2,0.0019161590000000002
219,l2_read,gpu,2,0.001880153
220,l2_read,gpu,2,0.001883034
221,l2_read,gpu,2,0.001917756
222,l2_read,gpu,2,0.0018841550000000002
223,l2_read,gpu,2,0.0018849580000000002
224,l2_read,gpu,2,0.001882399
225,l2_read,gpu,2,0.0019174320000000002
226,l2_read,gpu,2,0.001881606
227,l2_read,gpu,2,0.0018822280000000001
228,l2_read,gpu,2,0.0018891140000000001
229,l2_read,gpu,2,0.001917438
230,l2_read,gpu,2,0.0018835140000000002
231,l2_read,gpu,2,0.001889437
232,l2_read,gpu,2,0.0018804730000000001
233,l2_read,gpu,2,0.0019188710000000002
234,l2_read,gpu,2,0.001882397
235,l2_read,gpu,2,0.0018819160000000002
236,l2_read,gpu,2,0.0018894360000000002
237,l2_read,gpu,2,0.001890556
238,l2_read,gpu,2,0.001884959
239,l2_read,gpu,2,0.001886075
240,l2_read,gpu,2,0.0019164700000000002
241,l2_read,gpu,2,0.001884
242,l2_read,gpu,2,0.0018830370000000002
243,l2_read,gpu,2,0.001880153
244,l2_read,gpu,2,0.0019134450000000002
245,l2_read,gpu,2,0.0018790380000000002
246,l2_read,gpu,2,0.0018822340000000002
247,l2_read,gpu,2,0.001882561
248,l2_read,gpu,2,0.001918407
249,l2_read,gpu,2,0.001882229
250,l2_read,gpu,2,0.0018790360000000002
251,l2_read,gpu,2,0.001883354
252,l2_read,gpu,2,0.001920634
253,l2_read,gpu,2,0.001884793
254,l2_read,gpu,2,0.0018831910000000002
255,l2_read,gpu,2,0.0019169640000000002
256,l2_read,gpu,2,0.0018830370000000002
257,l2_read,gpu,2,0.001884468
258,l2_read,gpu,2,0.0018823980000000002
259,l2_read,gpu,2,0.0019167910000000002
260,l2_read,gpu,2,0.0018891140000000001
261,l2_read,gpu,2,0.0018830370000000002
262,l2_read,gpu,2,0.001883041
263,l2_read,gpu,2,0.001917585
264,l2_read,gpu,2,0.001880319
265,l2_read,gpu,2,0.0018787110000000001
266,l2_read,gpu,2,0.001879196
267,l2_read,gpu,2,0.001920955
268,l2_read,gpu,2,0.0018844780000000002
269,l2_read,gpu,2,0.0018846350000000002
270,l2_read,gpu,2,0.0019156840000000002
271,l2_read,gpu,2,0.0018838320000000002
272,l2_read,gpu,2,0.0018785520000000001
273,l2_read,gpu,2,0.001882233
274,l2_read,gpu,2,0.001920962
275,l2_read,gpu,2,0.001883354
276,l2_read,gpu,2,0.001885762
277,l2_read,gpu,2,0.001882397
278,l2_read,gpu,2,0.001919983
279,l2_read,gpu,2,0.001887355
280,l2_read,gpu,2,0.001886553
281,l2_read,gpu,2,0.0018819120000000001
282,l2_read,gpu,2,0.0019163160000000002
283,l2_read,gpu,2,0.0018795200000000002
284,l2_read,gpu,2,0.001887992
285,l2_read,gpu,2,0.0019137490000000002
286,l2_read,gpu,2,0.001885766
287,l2_read,gpu,2,0.0018860740000000002
288,l2_read,gpu,2,0.001881279
289,l2_read,gpu,2,0.0019171180000000002
290,l2_read,gpu,2,0.0018812730000000001
291,l2_read,gpu,2,0.0018823910000000002
292,l2_read,gpu,2,0.0018825570000000002
293,l2_read,gpu,2,0.001920952
294,l2_read,gpu,2,0.0018825600000000001
295,l2_read,gpu,2,0.001881594
296,l2_read,gpu,2,0.00188304
297,l2_read,gpu,2,0.0019148750000000001
298,l2_read,gpu,2,0.001881922
299,l2_read,gpu,2,0.0018828800000000002
300,l2_read,gpu,3,0.0018887910000000001
301,l2_read,gpu,3,0.0018838390000000002
302,l2_read,gpu,3,0.0018796800000000001
